,F0,F1,F2,F3,F4,F5,Label
103,0.3235915259,0.2891475458,-0.8999259562,0.0100277704,0.0388691606,0.0142883178,0
104,0.3252206135,0.3028178048,-0.8958283546,0.0016432283,0.0043032247,0.0018039799,1
105,0.3254189203,0.3034278287,-0.8955574542,0.0013815665,0.0027231882,0.0012596916,1
106,0.3272428127,0.3075886414,-0.8934634462,0.0017518192,0.0043334943,0.0016129357,1
107,0.3265992112,0.3060965498,-0.8942182749,0.0010530194,0.0029992647,0.0012057487,1
108,0.3279421315,0.3061133466,-0.8937053267,0.0022368764,0.0054001807,0.0022822434,1
109,0.3278435259,0.3108955259,-0.8920935458,0.0014127585,0.0050616639,0.0020232466,1
110,0.3226372948,0.299016004,-0.8976391434,0.0068326272,0.0244928411,0.0095968702,1
111,0.3237291355,0.3087598606,-0.8943397371,0.0013678129,0.0043040315,0.0016806884,1
112,0.321607251,0.3028610996,-0.8970536653,0.0050519854,0.0095073913,0.0047697816,1
113,0.3216296255,0.2992478725,-0.8983228526,0.0019767214,0.0037668213,0.0017526496,1
114,0.206680239,0.1835250876,-0.9344781992,0.1619178172,0.1462682917,0.052350161,0
115,0.320572749,0.3037186494,-0.8967343825,0.0203920251,0.019837794,0.0067934587,1
116,0.3211973307,0.3026781116,-0.8973308765,0.001775433,0.0031813801,0.0014902885,1
117,0.3152739841,0.3004421594,-0.9001067171,0.0069814622,0.0084476838,0.0049632438,0
118,0.3315689602,0.3045430956,-0.8926882231,0.0073980871,0.0178154738,0.0071459204,0
119,0.3194953187,0.3033091434,-0.8976608327,0.0063148125,0.0083745524,0.0046202652,1
120,0.3178470677,0.3028835378,-0.8984283506,0.0057928697,0.0049749122,0.0017300051,1
121,0.3161618367,0.2933560279,-0.9015305578,0.0107105045,0.0308748225,0.0125947112,1
122,0.3232430239,0.3092908884,-0.8943182311,0.0027197562,0.0057883951,0.0026660859,1
123,0.3206783506,0.3069186653,-0.8960251514,0.0067086998,0.0066959845,0.0039323495,1
124,0.3209430438,0.3087468685,-0.8952042829,0.0133408591,0.0078095759,0.0064231279,1
125,0.3365550916,0.3057363546,-0.8904949841,0.0106394342,0.0118142773,0.0046754615,1
126,0.3220383944,0.2956823068,-0.8990753904,0.0192685485,0.0090932173,0.0085271022,1
127,0.3071607769,0.3024673705,-0.9022814303,0.003997366,0.0056775105,0.0023816432,1
128,0.3049122231,0.301711745,-0.9032932351,0.0041910393,0.00571923,0.00309927,1
129,0.3177839801,0.3088839124,-0.8962162988,0.0166789444,0.0076186135,0.008009074,1
130,0.3148342351,0.2981158685,-0.9003689004,0.0131785115,0.0313390523,0.0136518491,1
131,0.3137843147,0.3074199402,-0.8980508606,0.0163906942,0.0136053024,0.0091240083,1
132,0.2760990398,0.2855210478,-0.9080985857,0.0898472586,0.0929306376,0.0299231255,1
133,0.307726494,0.3154712271,-0.8976473426,0.0011644521,0.0029392352,0.0012279746,1
134,0.3084770359,0.3058589044,-0.9005770876,0.0055144256,0.014645174,0.0028637067,1
135,0.3175229363,0.3072402829,-0.8967643466,0.0193367627,0.0133364437,0.0066754365,1
136,0.3130095737,0.3139415418,-0.8962692789,0.0085275209,0.0085302797,0.0046490355,1
137,0.3128796454,0.3141941873,-0.8962945418,0.0040716253,0.0047048618,0.0024020149,1
138,0.3125385618,0.3047927012,-0.8993922072,0.0072325442,0.0198333021,0.0083114391,1
139,0.3168437809,0.299525255,-0.8996791235,0.0168023246,0.0119642951,0.0068285756,1
140,0.3184252988,0.3007925219,-0.8989493426,0.0034189899,0.0022887203,0.0015358239,1
141,0.3126984263,0.3002294064,-0.9009756614,0.0096887698,0.0139230856,0.0060916245,1
142,0.3164828566,0.3100862988,-0.8964746853,0.0019929401,0.0035702437,0.0012286071,1
143,0.3140084223,0.3026688566,-0.899609741,0.006308381,0.0196741612,0.0081080861,1
144,0.3153034303,0.3097636414,-0.8969908327,0.0022216808,0.005210453,0.0023767786,1
145,0.3199449442,0.3196973665,-0.891849494,0.0023970897,0.004852271,0.002006637,1
146,0.3176920398,0.3070754143,-0.8968709801,0.0079042857,0.0170131626,0.0068577607,1
147,0.1547048127,0.148982259,-0.9499374502,0.1591554427,0.1532973103,0.0515654441,0
148,0.2648592869,0.2451839084,-0.9188933506,0.1127454247,0.1068923635,0.0350981406,0
149,0.2317028287,0.197067498,-0.9328570319,0.1417571783,0.1239304543,0.0424520959,0
150,0.3288058207,0.2906878486,-0.8985017689,0.0048486881,0.0067004505,0.0036755095,1
151,0.3313015857,0.284398741,-0.8989230797,0.0116677767,0.0316230313,0.0125616272,1
152,0.3020059243,0.3094701873,-0.8895345538,0.0985599344,0.1033578298,0.0367706244,1
153,0.350819251,0.3054735418,-0.8846446255,0.0174407967,0.0224951285,0.0143319346,0
154,0.3059148845,0.2717811275,-0.9014590757,0.1002076717,0.0933917929,0.0340452178,0
155,0.2414897211,0.2505389641,-0.9092577371,0.1534542853,0.1589895759,0.057770295,1
156,0.3274953227,0.3241295538,-0.8813529482,0.0714714125,0.0715253866,0.0260738579,1
157,0.3386197888,0.3352842191,-0.8763268367,0.048551016,0.0479100421,0.0178839643,1
158,0.2942191235,0.3049547729,-0.8930660717,0.1044430181,0.1027667585,0.0374342826,0
159,0.3331629602,0.3078366534,-0.8906000956,0.0243959549,0.0185018416,0.0115326651,0
160,0.3288913825,0.3236381315,-0.8865577251,0.0160047023,0.0258209563,0.013465809,0
161,0.3331086175,0.3137053904,-0.8885754143,0.0210937551,0.0237620437,0.0071895209,0
162,0.2055825458,0.2140139084,-0.9284484462,0.1519251956,0.1553138079,0.0520932611,0
163,0.1603748765,0.1510516773,-0.9428413267,0.176122222,0.1659641584,0.0628519719,0
164,0.3393935777,0.3046976255,-0.8898845498,0.0030219108,0.0076294089,0.0030828516,0
165,0.3468156733,0.3024696096,-0.887798498,0.0040334857,0.004617505,0.0026991539,0
166,0.327551247,0.2943320876,-0.8977874104,0.0014780128,0.0069520153,0.0024651895,0
167,0.3288867928,0.3228896693,-0.887073251,0.0077193325,0.0235082035,0.0080363499,1
168,0.3367741355,0.3255260319,-0.8835126892,0.001688237,0.0039234372,0.0017621267,1
169,0.3371256773,0.3266478964,-0.8829713108,0.0013440156,0.0024403799,0.0011661246,1
170,0.3383642191,0.3303920239,-0.8811027928,0.0010273731,0.0026067251,0.0008844822,1
171,0.3402181753,0.3301526335,-0.8804751036,0.0014203353,0.0031426226,0.0015920976,1
172,0.3422371394,0.3314934303,-0.879189745,0.0010084042,0.0029739313,0.001184605,1
173,0.3429529801,0.328650745,-0.8799797131,0.0009912785,0.0023712163,0.0010065128,1
174,0.3419416892,0.3310758048,-0.8794631155,0.0013610895,0.0024757339,0.0011874397,1
175,0.3462628088,0.2949752231,-0.8903670837,0.0031504025,0.0169912458,0.0062886469,1
176,0.3477101673,0.2973238645,-0.8892035737,0.0012135389,0.0031620737,0.0013093794,1
177,0.3497625418,0.3030255777,-0.886468761,0.0020797316,0.0027637391,0.0016770458,1
178,0.3510349283,0.303120992,-0.8859312151,0.0018276,0.0034451052,0.0016804402,1
179,0.3534024741,0.308612753,-0.8830968526,0.0010952269,0.0017675085,0.0006705545,1
180,0.3540506295,0.3064842629,-0.8835752789,0.0012894451,0.0027581876,0.0010002133,1
181,0.3549139283,0.3056781434,-0.8835059681,0.0007831258,0.0034409789,0.0013190086,1
182,0.3542393028,0.3093762271,-0.882492745,0.0012831511,0.0021774515,0.0010108528,1
183,0.3541620558,0.3104840558,-0.8821331673,0.0022525786,0.0019599267,0.0010070436,1
184,0.3513176534,0.3130264701,-0.8823718008,0.001437597,0.00261274,0.001211118,1
185,0.3479848446,0.3124080876,-0.88388251,0.0048713928,0.0049505912,0.0033417843,1
186,0.3448144104,0.3020661116,-0.8887331076,0.0012579574,0.0030424286,0.0013071564,1
187,0.3497201554,0.3009599841,-0.8871151514,0.0046628681,0.0107781812,0.0027757607,0
188,0.3452255179,0.3083603546,-0.8862354542,0.0068479863,0.016198728,0.0032666883,1
189,0.3327056972,0.3236711833,-0.885727251,0.0039917804,0.0032735284,0.0021219351,1
190,0.3360889363,0.3242122948,-0.8842539562,0.001940443,0.0044015386,0.0015659008,1
191,0.3138063187,0.2818924223,-0.8955028287,0.1022609911,0.0923119502,0.0340317038,1
192,0.3519083386,0.3055086813,-0.8847680598,0.0015766836,0.0024773771,0.001364551,1
193,0.3513645538,0.3049302908,-0.8851850279,0.0013444541,0.0022414014,0.0010355321,1
194,0.3484951275,0.3035244701,-0.8867891394,0.0015593209,0.0047315435,0.0020549168,1
195,0.3462606813,0.300239502,-0.8887866375,0.0028885712,0.0026945378,0.0015898953,1
196,0.3445209084,0.2984191633,-0.8900819681,0.0008927856,0.001947772,0.0008771004,1
197,0.3442682829,0.3011486175,-0.8892565179,0.0015611069,0.0028395009,0.001108842,1
198,0.3397852112,0.303187749,-0.8902842032,0.0032054609,0.002298091,0.0013058729,1
199,0.339275506,0.3044416175,-0.8900546932,0.0010638988,0.0027652261,0.0011427575,1
200,0.3393186653,0.3001415657,-0.8914963426,0.0010870734,0.0031326889,0.0010898493,1
201,0.3380273506,0.3090381713,-0.8889381912,0.0012030589,0.0042112535,0.001623838,1
202,0.3406349243,0.3085160797,-0.8881292988,0.0009761423,0.0031662015,0.0010401286,1
203,0.3480301793,0.3046854542,-0.8865701673,0.0046204923,0.0032937906,0.0017098329,1
204,0.3464227809,0.2974852112,-0.8896382032,0.0028172598,0.0047831739,0.0026154648,1
205,0.3432628765,0.2929222032,-0.8923885259,0.0018151528,0.0024058966,0.0008928204,1
206,0.3446753307,0.291913996,-0.8921739004,0.0010491267,0.0028800772,0.0012130789,1
207,0.3437825896,0.2893827689,-0.8933429004,0.0016290482,0.0024876693,0.0008449317,1
208,0.3440801673,0.2864386932,-0.8941767729,0.0009813467,0.0027502951,0.0010739126,1
209,0.3388969761,0.27267951,-0.8999045538,0.0220010839,0.0205461454,0.0077650374,1
210,0.3429432151,0.2831769363,-0.8956041554,0.0031072883,0.0084349135,0.0036252771,1
211,0.3440732032,0.2817585458,-0.8956654024,0.0014622803,0.0024890435,0.000959284,1
212,0.3437249243,0.2993871036,-0.8899371394,0.0030180279,0.0142638754,0.0044531702,1
213,0.3399158446,0.3053585299,-0.8894956056,0.001351879,0.0027569672,0.0012254646,1
214,0.3403781235,0.3083767729,-0.888280761,0.0009265347,0.0015418797,0.0007193864,1
215,0.3387188207,0.3067514741,-0.8894678008,0.0013284292,0.0039860617,0.0015983792,1
216,0.3429330916,0.2825065418,-0.895776239,0.0037645996,0.0119797207,0.0037684222,1
217,0.3460618287,0.2782672151,-0.8959697769,0.0022413699,0.0059340326,0.002548204,1
218,0.3380736096,0.3056815339,-0.8900753865,0.0028550773,0.004441356,0.0017119096,1
219,0.336704992,0.3133166773,-0.8879425259,0.0008169152,0.0041666017,0.001562531,1
220,0.3370623307,0.3202933347,-0.8853206335,0.0010986429,0.0025054421,0.0010106675,1
221,0.334045992,0.3232057649,-0.8854053307,0.00164342,0.0021594174,0.0011813652,1
222,0.334721502,0.3188388924,-0.8866871076,0.0032961583,0.008614229,0.0020498583,1
223,0.3448646414,0.2913870359,-0.8921595657,0.0037013599,0.01368764,0.0034915125,1
224,0.3442727849,0.2913404422,-0.8925167928,0.0015069448,0.0027672098,0.0009152057,1
225,0.3426366295,0.2900116335,-0.8935764462,0.0016061081,0.0031178174,0.0015013482,1
226,0.3007419163,0.2898499203,-0.8977474263,0.0978184754,0.0943948607,0.0333477662,1
227,0.3276236295,0.2959428127,-0.897250988,0.0014139465,0.004184809,0.0013144748,1
228,0.3276903227,0.2893177052,-0.8993893984,0.0014320976,0.003172871,0.0009476027,1
229,0.328503498,0.286940243,-0.8998525857,0.0015798964,0.0033340735,0.0015715833,1
230,0.3298985378,0.2836405538,-0.9003789044,0.0040848944,0.0038512445,0.0011347134,1
231,0.3356410319,0.2842441474,-0.8980637769,0.0022319268,0.0050015708,0.0013500866,1
232,0.3359539482,0.2865950319,-0.8971591673,0.0026123052,0.0092985543,0.0032226123,1
233,0.3328426375,0.2658099323,-0.9047336932,0.0014700699,0.0036754591,0.0014480865,1
234,0.3351976135,0.2669389681,-0.9035334422,0.0015465669,0.0030283611,0.0013728854,1
235,0.3341218008,0.2667826813,-0.9039703586,0.0025085197,0.0040829822,0.0020662473,1
236,0.3331041633,0.2617521952,-0.9058155378,0.0017795348,0.0043773833,0.0018353003,1
237,0.3307563785,0.2542487729,-0.9088183626,0.0010359056,0.002244724,0.0009182488,1
238,0.3353829522,0.2844796972,-0.8973260677,0.0046357629,0.0348495056,0.0126301908,0
239,0.3381524701,0.3123206972,-0.8875561912,0.001999628,0.0175647189,0.0063324373,0
240,0.3335554263,0.2822741673,-0.899315749,0.0079369253,0.0146730065,0.0038642601,1
241,0.3264575578,0.3035283745,-0.8950913227,0.0055783141,0.0083931092,0.0024310152,1
242,0.3283004263,0.2896004422,-0.8990040677,0.0033198555,0.0109567334,0.0033190536,1
243,0.3268460319,0.3072265339,-0.8937326534,0.0011235968,0.0045509303,0.001863976,1
244,0.3272672869,0.3108961952,-0.8922688406,0.0034132198,0.0084063901,0.0036997316,1
245,0.3281538327,0.3247205339,-0.8870554701,0.0010232306,0.0016446354,0.0006666504,1
246,0.3254038127,0.3289540159,-0.8865028088,0.0014446892,0.0033559998,0.0010162406,1
247,0.3245767012,0.3290509761,-0.8867689641,0.0012550929,0.0035512191,0.0014283539,1
248,0.3259001793,0.3230189402,-0.8885055179,0.0009034055,0.0020735603,0.0007964909,1
249,0.3259216574,0.3194441195,-0.8897893586,0.0010876042,0.001917364,0.0007761794,1
250,0.3322123944,0.3104782271,-0.8906223665,0.0033911718,0.0042270901,0.0008088082,0
251,0.33489249,0.30057,-0.8930196813,0.0016906596,0.0038903968,0.0015934486,1
252,0.3301632988,0.2873936375,-0.8988341992,0.0109519318,0.0185463698,0.0054975638,0
253,0.1646988446,0.1520636892,-0.9490909402,0.1580831517,0.146878451,0.0491292886,0
254,0.3360436175,0.2959511912,-0.8938354024,0.0100897639,0.0187779433,0.0095621911,0
255,0.3033751155,0.2877799402,-0.9005770717,0.0815009659,0.0816861264,0.0281453147,0
256,0.2084368127,0.2212926175,-0.9246130199,0.1520193839,0.1626408339,0.055789738,0
257,0.1750658725,0.2010214303,-0.9389224422,0.1407774676,0.1586356065,0.0488206712,0
258,0.2853481713,0.287791255,-0.9038054821,0.0936852378,0.0951344136,0.0325699821,0
259,0.3192755259,0.3321218964,-0.8872662789,0.0084356337,0.0205249393,0.0049338418,0
260,0.1891153785,0.2078181275,-0.9378668247,0.1337169738,0.1469629942,0.044434294,0
261,0.1831861912,0.1550869761,-0.9415253028,0.175339979,0.1484687713,0.0559810915,0
262,0.3423633227,0.2959901713,-0.8913206773,0.0111301825,0.0223891409,0.0099715175,0
263,0.2780907092,0.2950057211,-0.8959285299,0.1206135363,0.1277590258,0.0455993672,0
264,0.3068766813,0.307783753,-0.8885432948,0.1002460916,0.1007793735,0.0371596425,0
265,0.333338498,0.3286421036,-0.8833666693,0.0060917123,0.0216653147,0.0060504523,0
266,0.3361543267,0.3220555857,-0.8849688088,0.0028449865,0.0096628952,0.0030346997,1
267,0.3368569761,0.2876017092,-0.8965339641,0.002447293,0.0052637378,0.0023965957,1
268,0.3069007131,0.2529673147,-0.9078425896,0.0998206136,0.082318247,0.0300142396,0
269,0.2986146295,0.2728214223,-0.9040478088,0.0982844916,0.0917546579,0.0318835012,0
270,0.3287341434,0.2761354143,-0.9028378964,0.0106897805,0.0190760367,0.0094164968,0
271,0.3291842231,0.325294255,-0.8860792072,0.0182525732,0.0179574775,0.0054137264,1
272,0.2922397809,0.2941644582,-0.899325506,0.0950739908,0.0957280041,0.0327709665,1
273,0.3221576653,0.3191396175,-0.8909188645,0.0077695254,0.0228169453,0.0068536753,1
274,0.325019753,0.2640996335,-0.9080678845,0.0026692368,0.0039715737,0.0018310675,1
275,0.318591996,0.286689753,-0.9031520438,0.0137701041,0.0198856047,0.0062833729,1
276,0.3177416454,0.2844892948,-0.9044449163,0.0067643835,0.0052376648,0.0035034234,1
277,0.3184568048,0.2806269084,-0.9054247371,0.0040390454,0.0042708268,0.0023093219,1
278,0.3087242908,0.3086474343,-0.8993575458,0.0068811679,0.0216321023,0.0081688466,1
279,0.3262736773,0.2901353068,-0.8996292191,0.0020000897,0.0050820612,0.0021036785,1
280,0.3250180757,0.2872948088,-0.9010050717,0.0014578454,0.0032748823,0.0013977691,1
281,0.3258025299,0.2967523307,-0.8975824701,0.0020906973,0.0108867318,0.0036770594,1
282,0.326729745,0.2959184303,-0.8975894263,0.0015249681,0.0029996647,0.0013756032,1
283,0.3242881275,0.2909980916,-0.9000679323,0.0044680815,0.003065236,0.0023825248,1
284,0.3219983466,0.2913272311,-0.9007796733,0.0031612201,0.0049622425,0.0026248251,1
285,0.3230315179,0.2963919801,-0.8987709721,0.0022183213,0.0024805605,0.0014538199,1
286,0.3191906135,0.2941929522,-0.9004181076,0.004506761,0.0263808705,0.0099408012,1
287,0.3213293307,0.298846757,-0.8982424701,0.0057788066,0.0221558494,0.0086148339,1
288,0.3133656733,0.2924361753,-0.9033798765,0.0065156847,0.0112428768,0.0043582237,0
289,0.3242824024,0.2836311873,-0.9023792948,0.0054338053,0.0079773147,0.003566985,0
290,0.334266259,0.2900092151,-0.8965436574,0.0127062829,0.0127791892,0.006741778,0
291,0.3351958486,0.2906244542,-0.8961426614,0.0044989808,0.0089478126,0.0030364254,1
292,0.3247680837,0.2977886733,-0.8975495538,0.0074735478,0.013436932,0.0039912698,1
293,0.3242698287,0.3025199602,-0.8962320319,0.0076676154,0.0056592145,0.0028442068,1
294,0.3250009681,0.3012639801,-0.8964281793,0.0032154312,0.0044045669,0.0010546359,1
295,0.3236548247,0.2978131514,-0.8980729442,0.0033937717,0.0024077725,0.0016134155,1
296,0.3225749562,0.2956004143,-0.8991390558,0.0048503872,0.0086161043,0.004110901,1
297,0.3248192749,0.2961081833,-0.8982118287,0.0027304587,0.0041404982,0.0018101376,1
298,0.3268414462,0.2966044462,-0.8972779681,0.0033514941,0.0083972158,0.0033045318,1
299,0.3184981514,0.2923053426,-0.9016881355,0.0050271573,0.0064929803,0.0027525398,1
